Text,Sentiment
well ill lemon ranch though,Neutral
ouch head hurts,Negative
woke cant go back sleep txt bff sayin youre call sounds important 4 hours ago,Positive
teratoma cavity experiencing malepattern baldness,Negative
follow,Neutral
showered icecold water sweating means one thing im sick,Negative
haha abbreviate bulky,Negative
navigating challenges determination,Positive
hey nia used pd hot 1029 dayton met cincinnati wiz christmas party hope well,Neutral
well almost good day guess retry tomorrow,Positive
working today cant find key borrow mirandas,Neutral
may fourth happy star wars day,Positive
iï½m boring bad weather today watchingn alias fun boyfriend,Negative
feel headache growing,Negative
amanda peet lot like love loves classic really,Positive
friends im deeply sorry im moving miss u much,Negative
know,Neutral
im going go check dj volt,Neutral
chillin,Positive
angry sad happy excited hate moods change right immensely sad,Negative
agh freaking going wales already packed,Negative
still lot time stupid contract 18 months change providers,Negative
look cant see heck,Negative
sanctuarysunday yay sanctuary may watch requiem breakfast,Neutral
check latest fb post things want happen dont think miss,Neutral
attending school assembly stay informed upcoming events announcements staying connected school activities,Neutral
goodies bagged car boot including cute cross stitch birds craft room man selling sweetie,Positive
akh woke missed much sayed hassans speech,Negative
friday feels boring time fun today much mood either,Negative
please let get obsessed whatever whoever charge actions youve bad job lately,Negative
_bennett got ta go drive dad around today ill back afternoon,Neutral
hehe true wonder come,Positive
suck horribly world even balance,Negative
aww thanks,Positive
want let know im vfc matter happens yes need hug bad live delaware,Negative
haha hope u great laugh laughter best medicine,Positive
name soulja boy tell em live live,Neutral
hope rerun nerdprom later sounds like theyre lots fun thanks playbyplay,Positive
cant seem sleep tonight 338am need get less 4 hours,Negative
havent replying people seriously havent refreshed twitter sorry thanks,Neutral
sharpie running dangerously low ink,Negative
ready day full presence im expecting best,Positive
awww thats cute,Positive
ima need follow real quick cause cant dm,Neutral
heading home,Neutral
angry information marcos,Negative
way lake geneva miss laura,Negative
aw frank like movie cool dont fully understand think thats cool,Neutral
sushi joint closed still nice lunch w angel,Positive
getting ready work boohoohoo dont wan na go work,Negative
poor baby think allergies amything bc hes way sence monday,Negative
aussieim hopin sydney less week got visa thursday whoot whoot,Positive
ok night sweet people ill look ya tomorrow,Neutral
im starting brinn guess get laptop back cant use messenger hate,Negative
wish could enjoy weekend,Positive
um thats really scary please safe btw ill orlando next week,Negative
last night went really well got cracking shots,Positive
pf changs lunch booooo,Neutral
really brilliant,Positive
inspiration strikes observing colors vibrant sunset,Positive
handed relax bit,Positive
hopeful potential personal growth,Positive
searching wavy hairstyle,Neutral
watching ncis complete first season,Neutral
really doesnt like shiny happy people im local rem expert btw saw first time 1986,Negative
bed tonight really really funny best family ever,Positive
hmm im disappointed made 2 servings able enjoy one stomach full wishing company help,Neutral
back gym im expert anything im pretty sure going able move tomorrow maybe even hours,Positive
woke,Neutral
voted hope win,Positive
mmm nandos good topshop rules actually devastated cant come london show m8 bailed,Negative
cokies arnt real imaginary hav mmmmmmmmmmmm cookie,Positive
cant wait till sunday new episode supernatural 6 episodes left,Neutral
saw tour months ago boston good glad finally got see,Positive
welcome back japan,Neutral
dont like term partner comes relationships business like thats ugly word day,Negative
road trip cincy limb store,Neutral
didnt,Neutral
ive experienced apathy empathy customer service situations many times recently,Negative
today better panda eally cheer dont know happy like legit happy,Positive
zelda fans pand_i zelda minnish cap want music taste zelda epic,Neutral
tired need another 30 minutes,Negative
stealth shopping got wife bday present mall together didnt notice buy hide car back missed,Neutral
wish nicky home,Neutral
thought going another def jam fighting game turned crappy karaoke game miss fighting,Negative
apologies impersonal ff swamped today great people great follows though cant go wrong folks,Neutral
90 degrees gross skies thunderstormsperfect match mood lol,Positive
dinner amount dinner ones greater say afternoon snack pack day prob ok,Positive
battery low boooooooo palm springs ca,Negative
swine flu victims unite,Negative
thanks gifford lectures page,Positive
getting ready long weekend workfriday saturday sunday,Neutral
case wonder really busy today coming adding tons new blogs updates stay tuned,Neutral
im sooo lost without car truly depressing pregnant people never stressed,Negative
wow party new life awesome girlfriends create tons drama babes party way go w,Neutral
_oliver one year really wanted jamies cooking books english german,Neutral
heartburn may death,Negative
guinness got 2 new toys mom dads house hooray free stuff,Positive
pets get cancer,Neutral
ohhhhh ya,Neutral
im either always train work,Neutral
sowwy lover,Positive
needs water paper towels coke store feels sick go get,Negative
crochet laura simple stitchesi make mean afgan,Neutral
gone r days wen used sit 4 exams exams classes bunking n fun,Negative
need men give input ill fill u time soon,Neutral
finally found new flat,Neutral
made diy acid wash shorts cant wait see look like,Neutral
cant concentrate heat cooler job,Negative
lost tooth 2day whilst eating gumoww,Negative
last night 12 bottle wine house 2 cocktails came home sober still gon na sick,Negative
thank u,Positive
yaaaaaaay bday,Positive
hahaha made laugh,Positive
google going means doubleclick goes means cant get work done,Negative
masson ill give link quite handy,Positive
good morning world,Positive
_ary aaaww fall courseeee,Neutral
sighs well accidentally clicked back space mouse,Negative
rarely dye red first aaaagggessss hair hates,Negative
chillen started twitter,Neutral
laughter best medicineenjoying comedy show,Positive
white pointy shoes haha ah got excited enw drummer youre mean,Neutral
oh dont love vodafone series ads best picturisation ever,Positive
twitter one talk 2 know celebs im nt nice spoken,Positive
arrr exam next week im dead bwahahaha love btw,Neutral
worst kind news,Negative
dont worry babe,Positive
hugs still feeling poorly,Negative
thats halo,Neutral
welcome two months ago banjo tooie released,Neutral
actually progressive studying today,Neutral
good luck whit show tonite man ill watching,Positive
love song night brad paisley happy mothers day love light joy,Positive
thats never speaks college think might stick unzelaif hashim dosnt shoot,Negative
_colossus lol cheers mate yeah went well thanks,Positive
kind swear im always feeding someone,Positive
tgif resto home dayuummm expensive,Negative
going grandpas place lunch celebrate 88th found changed chinese buffet bringing gasx,Neutral
message message fwendsso want repliesfollow hmmthat sounds funny,Positive
upsidedown tomato plants died,Negative
_beckwith cant good twittering instead watching,Negative
want go music tonight lost voice,Negative
jeff right call duty pwns got ta figure xtra copy wolvarine bought earlier week,Positive
charleston bound day,Neutral
boffert,Neutral
fever,Negative
take back castone dropped last night,Neutral
lunch w jasons deli stepped dog poo,Neutral
dog officially depressed brothers dogs gone doesnt want go outside play halfheartedly,Negative
cant put age put grumpiness,Neutral
ok tx worth wait lol,Positive
def anyone leaves room second follow hes really great dog otherwise far,Positive
tried pincode says expired put,Neutral
free spirit soaring wings dreams leaving trails independence azure sky boundless possibilities,Positive
still unfortunately,Negative
happy mothers day everyone,Positive
got home drews bday,Neutral
talking sam msn twitter 5 minutes ago,Neutral
youre cycling tho thats good healthy eating healthy eating contradiction terms,Positive
yeah friday thought sis coming town turns sad miss babies,Negative
stoked spring amazing wild foods nature abundantbless,Positive
still pic sad,Negative
happy star wars dayevery one may fourth,Positive
find tune sexy smooth lovely day,Positive
nice action shot miss working pole __ dont see clients everyday lol,Positive
brothers phone using internet,Neutral
dm email addy n ill fwd dem 2 ya,Neutral
frank black wifey show aaaaaaaaaamazing sd trip made,Positive
pic back blue,Neutral
sorry listen bats gd dude never got tell bats amazing 33,Neutral
jass warn b4 u go nxt wari fun,Positive
babe,Neutral
huh whats wrong unix environment devs,Negative
